Type	Subtype	Species	Study Title	PI	ImmPort Study ID	PubMed	Experiment ID	Cohort	BioSample.ID	Repository Accession	Biosample Name	Biosample Description	Strain	Evading_growth_suppressors	Evading_immune_destruction	Genome_instability	Replicative_immortality	Reprogramming_energy_metabolism	Resisting_cell_death	Sustained_angiogenesis	Sustaining_proliferative_signaling	Tissue_invasion_and_metastasis	Tumor_promoting_inflammation
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162408	GSM2060326	Cell15-D4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	801	577	141	461	956	706	678	635	773	793
Brain	Monocyte Progenitor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162409	GSM2060327	Cell16-F4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	734	624	128	402	955	673	602	581	731	825
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162410	GSM2060328	Cell17-G4 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	587	815	59	339	650	668	663	529	746	822
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162411	GSM2060329	Cell18-A5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	683	582	189	451	746	710	829	613	786	832
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162412	GSM2060330	Cell19-E5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	742	723	339	544	782	760	843	718	795	915
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162413	GSM2060331	Cell2-D1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	756	560	104	464	956	727	665	611	778	828
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162414	GSM2060332	Cell20-F5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	774	523	479	582	970	721	668	697	749	817
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162415	GSM2060333	Cell21-H5 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	717	709	306	298	592	700	690	542	743	800
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162416	GSM2060334	Cell22-A6 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	705	556	510	575	811	740	711	692	773	745
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162417	GSM2060335	Cell23-B6 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	653	639	61	400	963	746	825	611	802	906
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162418	GSM2060336	Cell24-D6 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	724	553	299	428	748	715	688	562	744	761
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162419	GSM2060337	Cell25-E6 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	588	660	56	368	673	638	613	502	710	803
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162420	GSM2060338	Cell26-A7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	716	702	73	441	819	707	680	614	764	845
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162421	GSM2060339	Cell27-B7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	712	549	68	423	764	744	667	615	766	783
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162422	GSM2060340	Cell28-D7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	672	699	64	392	479	637	576	527	699	793
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162423	GSM2060341	Cell29-E7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	749	804	273	326	962	634	638	537	746	823
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162424	GSM2060342	Cell3-F1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	780	598	254	467	818	727	666	605	753	871
Brain	HSPC-like-2 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162425	GSM2060343	Cell30-F7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	705	570	90	478	824	766	726	631	774	765
Brain	HSPC-like-4 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162426	GSM2060344	Cell31-G7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	708	558	374	553	961	723	715	695	755	828
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162427	GSM2060345	Cell32-H7 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	782	558	94	439	782	721	733	608	765	812
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162428	GSM2060346	Cell33-B8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	733	525	219	386	959	748	728	604	761	811
Brain	HSPC-like-2 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162429	GSM2060347	Cell34-C8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	747	546	358	561	956	719	708	691	766	874
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162430	GSM2060348	Cell35-E8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	748	691	244	436	770	717	715	589	786	794
Brain	HSPC-like-4 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162431	GSM2060349	Cell36-H8 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	627	522	103	473	962	732	707	603	729	800
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162432	GSM2060350	Cell37-D9 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	684	566	273	439	787	769	713	607	785	881
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162433	GSM2060351	Cell38-E9 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	638	732	204	301	651	691	623	528	748	788
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162434	GSM2060352	Cell39-C10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	766	545	244	463	962	705	781	622	793	907
Brain	HSPC-like-4 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162435	GSM2060353	Cell4-H1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	744	573	98	456	786	698	660	614	730	844
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162436	GSM2060354	Cell40-G10 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	766	565	609	685	963	744	871	796	773	896
Brain	Monocyte Progenitor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162437	GSM2060355	Cell41-E11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	661	756	41	395	766	664	584	566	774	821
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162438	GSM2060356	Cell42-F11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	619	701	228	332	962	683	660	566	748	758
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162439	GSM2060357	Cell43-G11 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	610	812	284	361	650	685	643	553	735	749
Brain	HSPC-like-3 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162440	GSM2060358	Cell44-A12 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	727	572	100	450	956	713	699	615	768	875
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162441	GSM2060359	Cell45-B12 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	672	513	86	456	959	706	792	624	791	879
Brain	HSPC-like-4 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162442	GSM2060360	Cell46-D12 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	734	648	289	462	968	734	650	634	761	843
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162443	GSM2060361	Cell47-F12 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	712	824	209	301	957	651	680	556	753	787
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162444	GSM2060362	Cell48-H12 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	581	702	83	369	772	645	644	550	740	802
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162445	GSM2060363	Cell5-B2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	618	717	23	293	965	695	710	545	751	838
Brain	HSPC-like-4 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162446	GSM2060364	Cell6-E2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	758	572	105	418	967	684	695	593	786	717
Brain	HSPC-like-1 of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162447	GSM2060365	Cell7-F2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	771	602	129	411	977	740	737	634	797	915
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162448	GSM2060366	Cell8-G2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	636	645	577	632	748	635	632	711	741	796
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162449	GSM2060367	Cell9-H2 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-1	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	695	735	160	314	970	671	628	560	712	779
Brain	Neutrophil Precursor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162450	GSM2060368	Cell49-A1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	716	607	107	378	761	510	561	508	670	716
Brain	Neutrophil Precursor of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162451	GSM2060369	Cell50-B1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	662	501	24	411	784	533	509	539	679	639
Brain	Macrophage/Dendritic Precur. of ckit+ splenocytes	Mus musculus	DNMT3A Haploinsufficiency Transforms FLT3 ITD Myeloproliferative Disease into a Rapid, Spontaneous, and Fully Penetrant Acute Myeloid Leukemia	Leighton Grimes	SDY1099	27016502	GSE77847	mus_AML_single splenocyte Cell	SRR3162452	GSM2060370	Cell51-E1 cKit+ Flt3ITD/ITD,Dnmt3afl/- MxCre  AML-2	AML mice with Flt3 ITD/ITD; Dnmt3a fl/- MxCre mice, single cell  RNA from ckit+ splenocytes	C57BL/6-Ly5.2 (CD45.2)	732	829	87	386	691	708	647	548	788	801
