Mus_GeneID	Mus_Gene	Homo_GeneID	Homo_Gene
19719	Rfng	5986	RFNG
106407	Slc51a	200931	SLC51A
17160	Man2b2	23324	MAN2B2
235130	Adamts15	170689	ADAMTS15
12696	Cirbp	1153	CIRBP
214111	Slc24a1	9187	SLC24A1
107829	Thoc5	8563	THOC5
71863	Tex44	165100	TEX44
21366	Slc6a6	6533	SLC6A6
12590	Cdx1	1044	CDX1
12512	Cd63	967	CD63
18711	Pikfyve	200576	PIKFYVE
51810	Hnrnpu	3192	HNRNPU
67291	Ccdc137	339230	CCDC137
18302	Oit3	170392	OIT3
12393	Runx2	860	RUNX2
105298	Epdr1	54749	EPDR1
74511	Lrrc17	10234	LRRC17
71684	Rbm43	375287	RBM43
56838	Ccl28	56477	CCL28
232944	Mark4	57787	MARK4
69582	Plekhm2	23207	PLEKHM2
233276	Tubgcp5	114791	TUBGCP5
333670	Gm867	150248	C22orf15
14426	Galnt4	8693	GALNT4
109241	Mbd5	55777	MBD5
22436	Xdh	7498	XDH
20347	Sema3b	7869	SEMA3B
11993	Aup1	550	AUP1
17221	Cd46	4179	CD46
67824	Nmral1	57407	NMRAL1
216344	Rab21	23011	RAB21
225888	Kmt5b	51111	KMT5B
22156	Tuft1	7286	TUFT1
109978	Art4	420	ART4
216161	Sbno2	22904	SBNO2
751865	Sap25	100316904	SAP25
12155	Bmp15	9210	BMP15
238057	Gdf7	151449	GDF7
76302	Pcnp	57092	PCNP
13211	Dhx9	1660	DHX9
56878	Rbms1	5937	RBMS1
227634	Camsap1	157922	CAMSAP1
21930	Tnfaip6	7130	TNFAIP6
68379	Ciz1	25792	CIZ1
216028	Lrrtm3	347731	LRRTM3
214572	Prmt7	54496	PRMT7
53859	Map3k14	9020	MAP3K14
67398	Srpr	6734	SRPRA
11752	Anxa8	653145	ANXA8
11752	Anxa8	728113	ANXA8L1
243822	Fam71e2	284418	FAM71E2
11811	Apobec2	10930	APOBEC2
12505	Cd44	960	CD44
16596	Klf1	10661	KLF1
68816	Ppil1	51645	PPIL1
64290	Foxb1	27023	FOXB1
58523	Elp2	55250	ELP2
278097	Armcx6	54470	ARMCX6
17392	Mmp3	4314	MMP3
107448	Unc5a	90249	UNC5A
21954	Tnni3	7137	TNNI3
76857	Spopl	339745	SPOPL
19090	Prkdc	5591	PRKDC
230075	Ndufb6	4712	NDUFB6
13992	Khdrbs3	10656	KHDRBS3
11932	Atp1b2	482	ATP1B2
60363	Cldn15	24146	CLDN15
66291	Smim8	57150	SMIM8
20104	Rps6	6194	RPS6
83924	Gpr137b	7107	GPR137B
246293	Klhl8	57563	KLHL8
68942	Chmp2b	25978	CHMP2B
66528	Smim5	643008	SMIM5
225358	Fam13b	51306	FAM13B
12336	Capns1	826	CAPNS1
59058	Bhlhe22	27319	BHLHE22
17283	Men1	4221	MEN1
109006	Ciapin1	57019	CIAPIN1
74653	Pomk	84197	POMK
16775	Lama4	3910	LAMA4
59095	Fxyd6	53826	FXYD6
59036	Dact1	51339	DACT1
625328	H3f3c	126961	HIST2H3C
12518	Cd79a	973	CD79A
435286	Krtap9-5	728318	KRTAP9-1
228859	Fitm2	128486	FITM2
74114	Crot	54677	CROT
22319	Vamp3	9341	VAMP3
545893	Mansc4	100287284	MANSC4
217031	Tada2a	6871	TADA2A
68703	Rere	473	RERE
408068	Zfp738	100287226	ZNF729
212281	Zfp729a	100287226	ZNF729
100416706	Zfp729b	100287226	ZNF729
17972	Ncf4	4689	NCF4
14731	Gpaa1	8733	GPAA1
109305	Orai1	84876	ORAI1
11949	Atp5c1	509	ATP5F1C
242022	Frem2	341640	FREM2
103967	Dnm3	26052	DNM3
72098	Tmem68	137695	TMEM68
21769	Zfand3	60685	ZFAND3
76261	0610040J01Rik	55286	C4orf19
114642	Brdt	676	BRDT
13075	Cyp19a1	1588	CYP19A1
69281	Spata4	132851	SPATA4
11771	Ap2a1	160	AP2A1
18417	Cldn11	5010	CLDN11
57773	Wdr4	10785	WDR4
106869	Tnfaip8	25816	TNFAIP8
14776	Gpx2	2877	GPX2
108114	Slc22a7	10864	SLC22A7
100042150	Nrg2	9542	NRG2
320027	Fstl4	23105	FSTL4
13661	Ehf	26298	EHF
100503355	Zfp648	127665	ZNF648
329828	AI464131	57462	MYORG
66371	Chmp4c	92421	CHMP4C
67027	Mkrn2	23609	MKRN2
104816	Aspg	374569	ASPG
11754	Aoc3	8639	AOC3
111368	Prn	23627	PRND
26434	Prnd	23627	PRND
68842	Tulp4	56995	TULP4
20568	Slpi	6590	SLPI
67070	Lsm14a	26065	LSM14A
57738	Slc15a2	6565	SLC15A2
72199	Mms19	64210	MMS19
83704	Slc12a9	56996	SLC12A9
20740	Sptan1	6709	SPTAN1
12933	Crmp1	1400	CRMP1
140703	Emid1	129080	EMID1
76775	Slc10a7	84068	SLC10A7
20465	Sim2	6493	SIM2
19736	Rgs4	5999	RGS4
13445	Cdk2ap1	8099	CDK2AP1
16889	Lipa	3988	LIPA
230738	Zc3h12a	80149	ZC3H12A
214469	Fam168b	130074	FAM168B
381399	Bpifb4	149954	BPIFB4
232906	Arhgap35	2909	ARHGAP35
434203	Slc28a1	9154	SLC28A1
665119	Sec14l5	9717	SEC14L5
100465	Mob3c	148932	MOB3C
77701	Lcn12	286256	LCN12
74901	Kbtbd11	9920	KBTBD11
70797	Ankib1	54467	ANKIB1
71950	Nanog	79923	NANOG
55950	Bri3	25798	BRI3
238555	Btn2a2	10385	BTN2A2
69890	Zfp219	51222	ZNF219
102634296	Gm4779	100130361	CXorf49
102634296	Gm4779	100132994	CXorf49B
15939	Ier5	51278	IER5
21771	Utp4	84916	UTP4
12398	Cbfa2t3	863	CBFA2T3
108014	Srsf9	8683	SRSF9
140629	Ubox5	22888	UBOX5
100862375	Entpd4b	9583	ENTPD4
67464	Entpd4	9583	ENTPD4
75656	1700020A23Rik	128653	C20orf141
52357	Wwc2	80014	WWC2
66096	Lamtor4	389541	LAMTOR4
51798	Ech1	1891	ECH1
53424	Tsnax	7257	TSNAX
666311	Zscan25	221785	ZSCAN25
15185	Hdac6	10013	HDAC6
11889	Asgr1	432	ASGR1
66383	Iscu	23479	ISCU
57896	Krcc1	51315	KRCC1
110326	Tas1r1	80835	TAS1R1
216991	Adap2	55803	ADAP2
11870	Art1	417	ART1
20788	Srebf2	6721	SREBF2
381319	Batf3	55509	BATF3
20348	Sema3c	10512	SEMA3C
16949	Loxl1	4016	LOXL1
96957	Tmem62	80021	TMEM62
56314	Zfp113	7551	ZNF3
16842	Lef1	51176	LEF1
16524	Kcnj9	3765	KCNJ9
100038514	Gm11837	100127983	C8orf88
320869	Spata33	124045	SPATA33
225187	Ankrd29	147463	ANKRD29
14255	Flt3	2322	FLT3
20351	Sema4a	64218	SEMA4A
242594	Fyb2	199920	FYB2
66885	Acadsb	36	ACADSB
70351	Ppp4r1	9989	PPP4R1
75398	Mrpl32	64983	MRPL32
223648	Ccdc166	100130274	CCDC166
381259	Tmem237	65062	TMEM237
80987	Nckipsd	51517	NCKIPSD
71602	Myo1e	4643	MYO1E
381921	Taok2	9344	TAOK2
75744	Svip	258010	SVIP
20445	St6galnac1	55808	ST6GALNAC1
245424	Gpr101	83550	GPR101
16601	Klf9	687	KLF9
327747	Mettl24	728464	METTL24
21744	Adad1	132612	ADAD1
246694	Hps5	11234	HPS5
53610	Nono	4841	NONO
14119	Fbn2	2201	FBN2
56503	Ankrd49	54851	ANKRD49
16581	Kifc2	90990	KIFC2
13627	Eef1a1	1915	EEF1A1
108079	Prkaa2	5563	PRKAA2
13135	Dad1	1603	DAD1
106957	Slc39a6	25800	SLC39A6
71597	Isx	91464	ISX
11459	Acta1	58	ACTA1
56492	Cldn18	51208	CLDN18
246278	Cd207	50489	CD207
100044509	Tgfbr3l	100507588	TGFBR3L
70065	Ankrd60	140731	ANKRD60
14134	Fcnb	2219	FCN1
242939	Cpz	8532	CPZ
66253	Aig1	51390	AIG1
244666	Sprtn	83932	SPRTN
21809	Tgfb3	7043	TGFB3
213006	Mfsd4a	148808	MFSD4A
320685	Dctd	1635	DCTD
67804	Snx2	6643	SNX2
22612	Yes1	7525	YES1
56374	Tmem59	9528	TMEM59
15461	Hras	3265	HRAS
217692	Sipa1l1	26037	SIPA1L1
20274	Scn9a	6335	SCN9A
27059	Sh3d19	152503	SH3D19
50766	Crim1	51232	CRIM1
234135	Nsd3	54904	NSD3
229906	Gtf2b	2959	GTF2B
404634	H2afy2	55506	H2AFY2
20521	Slc22a12	116085	SLC22A12
545527	Erich6	131831	ERICH6
226977	Actr1b	10120	ACTR1B
67671	Rpl38	6169	RPL38
280635	Emilin3	90187	EMILIN3
66840	Wdr45b	56270	WDR45B
12894	Cpt1a	1374	CPT1A
17245	Mdm1	56890	MDM1
21343	Taf6	6878	TAF6
26361	Avpr1b	553	AVPR1B
258585	Olfr1086	219464	OR5T2
66308	Mplkip	136647	MPLKIP
67941	Rps27l	51065	RPS27L
13680	Ddx19a	55308	DDX19A
100040248	Gm11563	728224	KRTAP4-8
435145	Shisa8	440829	SHISA8
50907	Preb	10113	PREB
381760	Ssbp1	6742	SSBP1
17146	Mageb2	4112	MAGEB1
17147	Mageb3	4112	MAGEB1
17145	Mageb1	4112	MAGEB1
102502	Pls1	5357	PLS1
20517	Slc22a1	6580	SLC22A1
231630	Ficd	11153	FICD
83672	Sytl3	94120	SYTL3
58996	Arhgap23	57636	ARHGAP23
634882	Itih5l-ps	347365	ITIH6
71956	Rnf135	84282	RNF135
107684	Coro2a	7464	CORO2A
243906	Zfp14	57677	ZFP14
240614	Ranbp6	26953	RANBP6
54485	Dll4	54567	DLL4
30940	Usp25	29761	USP25
14165	Fgf10	2255	FGF10
246256	Fcgr4	2214	FCGR3A
246256	Fcgr4	2215	FCGR3B
117586	A1bg	1	A1BG
170718	Idh3b	3420	IDH3B
77055	Krt76	51350	KRT76
66432	Slc7a6os	84138	SLC7A6OS
434439	BC048562	646498	C3orf84
237711	Eml6	400954	EML6
20361	Sema7a	8482	SEMA7A
74589	Kbtbd12	166348	KBTBD12
21419	Tfap2b	7021	TFAP2B
67219	Med18	54797	MED18
68275	Rpa1	6117	RPA1
338523	Kdm7a	80853	KDM7A
79196	Osbpl5	114879	OSBPL5
20476	Six6	4990	SIX6
70370	Fbln7	129804	FBLN7
14581	Gfi1	2672	GFI1
232910	Ap2s1	1175	AP2S1
382913	Neil2	252969	NEIL2
226654	Tstd1	100131187	TSTD1
12493	Cd37	951	CD37
268470	Ube2z	65264	UBE2Z
73046	Glrx5	51218	GLRX5
433700	Spag8	26206	SPAG8
75725	Phf14	9678	PHF14
218518	Marveld2	153562	MARVELD2
110935	Atp6v1b1	525	ATP6V1B1
270076	Gcdh	2639	GCDH
66990	Tmem134	80194	TMEM134
20927	Abcc8	6833	ABCC8
69162	Sec31a	22872	SEC31A
70088	Meaf6	64769	MEAF6
67525	Trim62	55223	TRIM62
71988	Esco2	157570	ESCO2
98366	Smap1	60682	SMAP1
546519	Tmem235	283999	TMEM235
66977	Nuf2	83540	NUF2
494504	Apcdd1	147495	APCDD1
23923	Aadat	51166	AADAT
12266	C3	718	C3
14430	Galt	2592	GALT
16785	Rpsa	3921	RPSA
224092	Lsg1	55341	LSG1
75122	Zc2hc1b	153918	ZC2HC1B
56087	Dnah10	196385	DNAH10
22329	Vcam1	7412	VCAM1
24046	Scn11a	11280	SCN11A
26912	Gcat	23464	GCAT
17883	Myh3	4621	MYH3
22123	Psmd3	5709	PSMD3
13429	Dnm1	1759	DNM1
14425	Galnt3	2591	GALNT3
74663	4930435E12Rik	152405	C3orf30
67693	Hypk	25764	HYPK
231727	B3gnt4	79369	B3GNT4
66286	Sec11c	90701	SEC11C
18209	Ntn3	4917	NTN3
17218	Mcm5	4174	MCM5
74087	Slc7a13	157724	SLC7A13
667663	Myo3a	53904	MYO3A
140806	Il25	64806	IL25
70470	Rprd1b	58490	RPRD1B
20292	Ccl11	6356	CCL11
66681	Pgm2	55276	PGM2
73873	Fam161a	84140	FAM161A
14969	H2-Eb1	3127	HLA-DRB5
229780	Trmt13	54482	TRMT13
242726	Padi6	353238	PADI6
74478	Snx29	92017	SNX29
56774	Slc6a14	11254	SLC6A14
238011	Enpp7	339221	ENPP7
68018	Col4a3bp	10087	COL4A3BP
65106	Arl6ip5	10550	ARL6IP5
332937	Tfap2e	339488	TFAP2E
71452	Ankrd40	91369	ANKRD40
232791	Cnot3	4849	CNOT3
378702	Serf2	10169	SERF2
270802	BC048403	144577	C12orf66
67453	Slc25a46	91137	SLC25A46
244198	Olfml1	283298	OLFML1
108100	Baiap2	10458	BAIAP2
74155	Errfi1	54206	ERRFI1
12260	C1qb	713	C1QB
18572	Pdcd11	22984	PDCD11
26374	Cop1	64326	COP1
57813	Tk2	7084	TK2
381310	Stum	375057	STUM
68563	Dpm3	54344	DPM3
77704	Lcn9	392399	LCN9
12369	Casp7	840	CASP7
17000	Ltbr	4055	LTBR
259017	Olfr1019	219493	OR5AR1
244152	Tsku	25987	TSKU
11826	Aqp1	358	AQP1
67707	Mrpl24	79590	MRPL24
71878	Fam83d	81610	FAM83D
235442	Rab8b	51762	RAB8B
225913	Tkfc	26007	TKFC
239760	Ndufa11b	126328	NDUFA11
69875	Ndufa11	126328	NDUFA11
77744	Bora	79866	BORA
70560	Wars2	10352	WARS2
26971	Pla2g2f	64600	PLA2G2F
15275	Hk1	3098	HK1
217340	Rnf157	114804	RNF157
14468	Gbp2b	2635	GBP3
83701	Srrt	51593	SRRT
50788	Fbxl8	55336	FBXL8
66711	Sbds	51119	SBDS
278203	Spaca5	729201	SPACA5B
278203	Spaca5	389852	SPACA5
210710	Gab3	139716	GAB3
15421	Hoxc12	3228	HOXC12
20872	Stk16	8576	STK16
52392	D1Ertd622e	90355	C5orf30
70788	Klhl30	377007	KLHL30
60344	Fign	55137	FIGN
231207	Cpeb2	132864	CPEB2
19262	Ptpra	5786	PTPRA
26945	Tpsg1	25823	TPSG1
20501	Slc16a1	6566	SLC16A1
272347	Zfp398	57541	ZNF398
76856	Catsper3	347732	CATSPER3
77579	Myh10	4628	MYH10
623503	Prlh	51052	PRLH
77219	Ptgr2	145482	PTGR2
319984	Jph4	84502	JPH4
225348	Wdr36	134430	WDR36
67308	Mrpl46	26589	MRPL46
17136	Mag	4099	MAG
15394	Hoxa1	3198	HOXA1
104080	Nxph4	11247	NXPH4
76507	Aoc1	26	AOC1
94218	Cnnm3	26505	CNNM3
171281	Acot3	641371	ACOT1
68203	Diras2	54769	DIRAS2
55938	Apom	55937	APOM
67694	Ift74	80173	IFT74
213326	Scyl2	55681	SCYL2
20833	Ssrp1	6749	SSRP1
66925	Sdhd	6392	SDHD
258914	Olfr211	79290	OR13A1
18212	Ntrk2	4915	NTRK2
258939	Olfr63	26532	OR10H3
14748	Gpr3	2827	GPR3
12581	Cdkn2d	1032	CDKN2D
70757	Hacd2	201562	HACD2
28088	Rtcb	51493	RTCB
66865	Pmpca	23203	PMPCA
14058	F10	2159	F10
258836	Olfr272	138802	OR13C8
243755	Slc13a4	26266	SLC13A4
11443	Chrnb1	1140	CHRNB1
30963	Hacd1	9200	HACD1
69226	Snx24	28966	SNX24
53415	Htatip2	10553	HTATIP2
434179	Zfp975	7561	ZNF14
208111	Zfp976	7561	ZNF14
76123	Gpsm2	29899	GPSM2
230598	Nrd1	4898	NRDC
207151	Slc22a19	283238	SLC22A24
17454	Mov10	4343	MOV10
545622	Ptpn3	5774	PTPN3
227707	BC005624	51759	C9orf78
66939	Aagab	79719	AAGAB
229055	Zbtb10	65986	ZBTB10
239435	Aard	441376	AARD
13106	Cyp2e1	1571	CYP2E1
22165	Txk	7294	TXK
66071	Ethe1	23474	ETHE1
69541	Lyg1	129530	LYG1
105853	Mal2	114569	MAL2
14236	Foxn2	3344	FOXN2
74570	Zkscan1	7586	ZKSCAN1
72056	1810055G02Rik	53838	C11orf24
20471	Six1	6495	SIX1
13821	Epb41l1	2036	EPB41L1
59004	Pias4	51588	PIAS4
71365	Pdss2	57107	PDSS2
54204	Sept1	1731	SEPT1
241727	Snph	9751	SNPH
14089	Fap	2191	FAP
258984	Olfr1257	283092	OR4C13
73738	Haus7	55559	HAUS7
57441	Gmnn	51053	GMNN
320541	Slc35e2	728661	SLC35E2B
16498	Kcnab2	8514	KCNAB2
99571	Fgg	2266	FGG
66459	Pyurf	100996939	PYURF
71371	Arid5b	84159	ARID5B
58193	Extl2	2135	EXTL2
27052	Aoah	313	AOAH
258406	Olfr462	124538	OR4D2
258408	Olfr463	124538	OR4D2
224143	Poglut1	56983	POGLUT1
65960	Twsg1	57045	TWSG1
217069	Trim25	7706	TRIM25
20924	Supt5	6829	SUPT5H
192190	Pkhd1l1	93035	PKHD1L1
242253	Wdr63	126820	WDR63
11409	Acads	35	ACADS
67564	Tmem35a	59353	TMEM35A
20742	Sptbn1	6711	SPTBN1
12212	Chic1	53344	CHIC1
72549	Reep4	80346	REEP4
68961	Phkg2	5261	PHKG2
19300	Abcd4	5826	ABCD4
75234	Rnf19b	127544	RNF19B
170731	Mfn2	9927	MFN2
329064	Pkd2l1	9033	PKD2L1
30838	Fbxw4	6468	FBXW4
333654	Ppp1r13l	10848	PPP1R13L
20518	Slc22a2	6582	SLC22A2
16591	Kl	9365	KL
19352	Rabggtb	5876	RABGGTB
66506	Psmg3	84262	PSMG3
70652	Tmem144	55314	TMEM144
21423	Tcf3	6929	TCF3
75272	Erich6b	220081	ERICH6B
52808	Tspyl2	64061	TSPYL2
338403	Cndp1	84735	CNDP1
72002	Slc39a5	283375	SLC39A5
394433	Ugt1a5	54657	UGT1A4
170930	Sumo2	6613	SUMO2
12566	Cdk2	1017	CDK2
107934	Celsr3	1951	CELSR3
56486	Gabarap	11337	GABARAP
106628	Trip10	9322	TRIP10
574402	Gpr17	2840	GPR17
72082	Cyp2c55	1562	CYP2C18
14700	Gng10	2790	GNG10
12143	Blk	640	BLK
22238	Ugt2b5	54490	UGT2B28
112417	Ugt2b37	54490	UGT2B28
100559	Ugt2b38	54490	UGT2B28
66206	1110059E24Rik	138241	C9orf85
16598	Klf2	10365	KLF2
102634451	Ndufab1-ps	4706	NDUFAB1
70316	Ndufab1	4706	NDUFAB1
93704	Pcdhgb7	56099	PCDHGB7
55948	Sfn	2810	SFN
18970	Polb	5423	POLB
232790	Oscar	126014	OSCAR
75002	Tmprss12	283471	TMPRSS12
73158	Larp1	23367	LARP1
23849	Klf6	1316	KLF6
16923	Sh2b3	10019	SH2B3
26946	Trpc7	57113	TRPC7
52463	Tet1	80312	TET1
13001	Csnk2b	1460	CSNK2B
14608	Gpr83	10888	GPR83
14610	Gja10	84694	GJA10
70291	Mkrn2os	100129480	MKRN2OS
329470	Accs	84680	ACCS
69824	Glod5	392465	GLOD5
228852	Ppp1r16b	26051	PPP1R16B
207932	Urb1	9875	URB1
94352	Loxl2	4017	LOXL2
70561	Txndc16	57544	TXNDC16
258305	Olfr1356	26658	OR7C2
68915	Vars2	57176	VARS2
71797	Chst13	166012	CHST13
11946	Atp5a1	498	ATP5F1A
15115	Hars	3035	HARS
329942	Csmd2	114784	CSMD2
258713	Olfr430	81442	OR6N2
13095	Cyp2c29	1558	CYP2C8
13097	Cyp2c38	1558	CYP2C8
13098	Cyp2c39	1558	CYP2C8
212090	Tmem60	85025	TMEM60
245572	Tbx22	50945	TBX22
386612	Thoc6	79228	THOC6
71955	Ist1	9798	IST1
75456	Prps1l1	221823	PRPS1L1
77782	Polq	10721	POLQ
94065	Mrpl34	64981	MRPL34
69386	Hist1h4h	8294	HIST1H4I
65102	Nif3l1	60491	NIF3L1
16536	Kcnq2	3785	KCNQ2
12389	Cav1	857	CAV1
243963	Zfp473	25888	ZNF473
219024	Pip4p1	90809	PIP4P1
26382	Fgd2	221472	FGD2
15442	Hpse	10855	HPSE
13636	Efna1	1942	EFNA1
100502876	Kcnmb3	27094	KCNMB3
381045	Ccdc58	131076	CCDC58
53978	Lpar2	9170	LPAR2
246703	Naxe	128240	NAXE
77040	Atg16l1	55054	ATG16L1
66952	2310030G06Rik	91894	C11orf52
72821	Scn2b	6327	SCN2B
56175	Bace2	25825	BACE2
68552	Smim14	201895	SMIM14
626834	Klk13	26085	KLK13
14768	Lancl1	10314	LANCL1
71699	Slc41a3	54946	SLC41A3
27400	Hsd17b6	8630	HSD17B6
74533	Gzf1	64412	GZF1
77674	Defb12	504180	DEFB105B
77674	Defb12	245908	DEFB105A
18618	Pemt	10400	PEMT
14366	Fzd4	8322	FZD4
80837	Rhoj	57381	RHOJ
108960	Irak2	3656	IRAK2
101700	Trim68	55128	TRIM68
16004	Igf2r	3482	IGF2R
18563	Pcx	5091	PC
71884	Chit1	1118	CHIT1
68188	Sympk	8189	SYMPK
631304	Cyp4f40	57834	CYP4F11
12959	Cryba4	1413	CRYBA4
66290	Atp6v1g1	9550	ATP6V1G1
16847	Lepr	3953	LEPR
68732	Carmil1	55604	CARMIL1
109934	Abr	29	ABR
20378	Frzb	2487	FRZB
232878	Zscan22	342945	ZSCAN22
75477	Pfn3	345456	PFN3
22110	Tspyl1	7259	TSPYL1
73453	1700067K01Rik	646457	C19orf67
382010	Cep44	80817	CEP44
244202	Nlrp10	338322	NLRP10
66596	Gtf3a	2971	GTF3A
20289	Scx	642658	SCX
11614	Nr0b1	190	NR0B1
54188	Cpsf4	10898	CPSF4
19664	Rbpj	3516	RBPJ
319660	Agmo	392636	AGMO
243547	Grip2	80852	GRIP2
19070	Mob4	25843	MOB4
94315	Prcc	5546	PRCC
18036	Nfkbib	4793	NFKBIB
108954	Ppp1r15b	84919	PPP1R15B
11951	Atp5g1	516	ATP5MC1
12934	Dpysl2	1808	DPYSL2
23887	Ggt5	2687	GGT5
20405	Sh3gl1	6455	SH3GL1
69389	H2bfm	286436	H2BFM
63993	Slc5a7	60482	SLC5A7
65972	Ifi30	10437	IFI30
80743	Vps16	64601	VPS16
74315	Rnf145	153830	RNF145
110593	Prdm2	7799	PRDM2
229512	Smg5	23381	SMG5
69101	Ydjc	150223	YDJC
94253	Hecw1	23072	HECW1
242894	Actr3b	57180	ACTR3B
244891	Scaper	49855	SCAPER
226139	Cox15	1355	COX15
13524	Adam18	8749	ADAM18
19362	Rad51ap1	10635	RAD51AP1
216739	Acsl6	23305	ACSL6
217306	Cd300e	342510	CD300E
241196	Serpinb13	5275	SERPINB13
319776	Tmem72	643236	TMEM72
71223	Gpr15	2838	GPR15
22326	Vax1	11023	VAX1
22276	Uros	7390	UROS
20447	St6galnac3	256435	ST6GALNAC3
13875	Erf	2077	ERF
244723	Olfm2	93145	OLFM2
12259	C1qa	712	C1QA
68533	Mphosph6	10200	MPHOSPH6
16981	Lrrn3	54674	LRRN3
192113	Atp12a	479	ATP12A
109075	Exosc4	54512	EXOSC4
21856	Timm44	10469	TIMM44
217721	Flvcr2	55640	FLVCR2
226101	Myof	26509	MYOF
433693	Akirin2	55122	AKIRIN2
27784	Commd8	54951	COMMD8
50916	Irx4	50805	IRX4
218100	Zfp322a	79692	ZNF322
72338	Wdr89	112840	WDR89
14453	Gas2	2620	GAS2
71354	Wdr31	114987	WDR31
80904	Dtx3	196403	DTX3
67942	Atp5g2	517	ATP5MC2
98741	Kcnb2	9312	KCNB2
23948	Mmp17	4326	MMP17
70207	Taco1	51204	TACO1
271849	Shc4	399694	SHC4
20454	St3gal5	8869	ST3GAL5
12515	Cd69	969	CD69
71785	Pdgfd	80310	PDGFD
19334	Rab22a	57403	RAB22A
217012	Unc45b	146862	UNC45B
18976	Pomc	5443	POMC
635702	Naaladl2	254827	NAALADL2
16558	Kif16b	55614	KIF16B
67886	Camsap2	23271	CAMSAP2
211499	Tmem87a	25963	TMEM87A
140557	Smc1b	27127	SMC1B
52829	Lurap1l	286343	LURAP1L
320452	P4ha3	283208	P4HA3
544717	1190007I07Rik	728568	C12orf73
15465	Hrh1	3269	HRH1
240057	Syngap1	8831	SYNGAP1
226407	Rab3gap1	22930	RAB3GAP1
24000	Ptpn21	11099	PTPN21
69528	1700030J22Rik	123775	C16orf46
214763	Cgas	115004	CGAS
29858	Pmm1	5372	PMM1
67952	Tomm20	9804	TOMM20
11350	Abl1	25	ABL1
242259	Slc44a5	204962	SLC44A5
218343	Ttc37	9652	TTC37
13608	Edar	10913	EDAR
67095	Trak1	22906	TRAK1
217057	Ptrh2	51651	PTRH2
66261	Tm4sf20	79853	TM4SF20
20290	Ccl1	6346	CCL1
14170	Fgf15	9965	FGF19
382384	Odf3l2	284451	ODF3L2
13822	Epb41l2	2037	EPB41L2
67097	Rps10	6204	RPS10
14719	Got2	2806	GOT2
11864	Arnt2	9915	ARNT2
11898	Ass1	445	ASS1
211612	Ptchd1	139411	PTCHD1
72140	Cep89	84902	CEP89
232943	Klc3	147700	KLC3
12337	Capn5	726	CAPN5
75750	Slc10a6	345274	SLC10A6
67109	Zfp787	126208	ZNF787
14588	Gfra4	64096	GFRA4
258992	Olfr1494	219960	OR10Q1
320662	Casc1	55259	CASC1
217201	Rundc1	146923	RUNDC1
51886	Fubp1	8880	FUBP1
232314	Ppp4r2	151987	PPP4R2
69922	Vrk2	7444	VRK2
258675	Olfr1423	219986	OR4D11
14300	Frg1	2483	FRG1
19354	Rac2	5880	RAC2
266692	Cpne1	8904	CPNE1
66848	Fuca2	2519	FUCA2
338348	Ttc16	158248	TTC16
100039319	H2afb1	474381	H2AFB2
624957	H2afb3	474381	H2AFB2
624153	H2afb2	474381	H2AFB2
100039319	H2afb1	83740	H2AFB3
624957	H2afb3	83740	H2AFB3
624153	H2afb2	83740	H2AFB3
100039319	H2afb1	474382	H2AFB1
624957	H2afb3	474382	H2AFB1
624153	H2afb2	474382	H2AFB1
74760	Rab3il1	5866	RAB3IL1
70296	Tbc1d13	54662	TBC1D13
333050	Ksr2	283455	KSR2
15259	Hipk3	10114	HIPK3
258908	Olfr853	390882	OR7G2
66090	Ypel3	83719	YPEL3
94214	Spock2	9806	SPOCK2
219148	Fam167a	83648	FAM167A
76858	Nlrp14	338323	NLRP14
380975	Higd1c	613227	HIGD1C
18201	Nsmaf	8439	NSMAF
14815	Nr3c1	2908	NR3C1
212326	Fam149a	25854	FAM149A
14765	Gpr50	9248	GPR50
84094	Plvap	83483	PLVAP
102075	Plekhg4	25894	PLEKHG4
69187	Erp27	121506	ERP27
319173	Hist1h2af	8331	HIST1H2AJ
381835	Sbk3	100130827	SBK3
407786	Taf9b	51616	TAF9B
101206	Tada3	10474	TADA3
66313	Smurf2	64750	SMURF2
78252	Nxpe2	120406	NXPE2
271036	Catsperb	79820	CATSPERB
330192	Vps37b	79720	VPS37B
108857	Ankhd1	54882	ANKHD1
108857	Ankhd1	404734	ANKHD1-EIF4EBP3
268663	Cdhr2	54825	CDHR2
80744	Cwc22	57703	CWC22
259071	Olfr166	284521	OR2L13
14603	Gif	2694	GIF
12273	C5ar1	728	C5AR1
15234	Hgf	3082	HGF
12915	Atf6b	1388	ATF6B
66588	Cmpk1	51727	CMPK1
19876	Robo1	6091	ROBO1
217716	Mlh3	27030	MLH3
19713	Ret	5979	RET
19349	Rab7	7879	RAB7A
15530	Hspg2	3339	HSPG2
70802	Pwwp2a	114825	PWWP2A
20211	Saa4	100528017	SAA2-SAA4
15434	Hoxd3	3232	HOXD3
71701	Pnpt1	87178	PNPT1
72692	Hnrnpll	92906	HNRNPLL
11418	Asic2	40	ASIC2
66255	Hsbp1l1	440498	HSBP1L1
71998	Slc25a35	399512	SLC25A35
19016	Pparg	5468	PPARG
258857	Olfr275	138805	OR13F1
54122	Uevld	55293	UEVLD
66336	Cenpp	401541	CENPP
50498	Ebi3	10148	EBI3
246707	Emilin2	84034	EMILIN2
16334	Ins2	3630	INS
243979	Mrgprb2	259249	MRGPRX1
15170	Ptpn6	5777	PTPN6
